----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 08:48:09| 96   3   1   0   0|  25G   36G   73M 2123M|   0    52k| 31   0 7.0|29.0 28.7 27.5|ppgen_sabv_l  69|ppgen_sabv_l 12536
17-10 08:48:10| 91   6   3   0   0|  24G   37G   73M 2123M|   0     0 | 19   0 9.0|29.0 28.7 27.5|ppgen_sabv_l  79|ppgen_sabv_l 12536
17-10 08:48:11| 67  27   5   0   0|  21G   39G   73M 2123M|   0  8203B| 19   0 3.0|29.0 28.7 27.5|ppgen_sabv_l  66|ppgen_sabv_l 12873
17-10 08:48:12| 86  13   1   0   0|  22G   39G   73M 2123M|   0    64k| 35   0   0|29.0 28.7 27.5|ppgen_sabv_l  70|ppgen_sabv_l 13357
17-10 08:48:13| 66  16  18   0   0|  23G   38G   73M 2123M|   0     0 | 23   0 9.0|29.0 28.7 27.5|ppgen_sabv_l  57|ppgen_sabv_l 14085
17-10 08:48:14| 90   8   2   0   0|  23G   38G   73M 2123M|   0     0 | 34   0 3.0|29.3 28.7 27.5|ppgen_sabv_l  57|ppgen_sabv_l 14364
17-10 08:48:15| 92   7   1   0   0|  23G   37G   73M 2123M|   0  4097B| 33   0   0|29.3 28.7 27.5|ppgen_sabv_l  67|ppgen_sabv_l 14572
17-10 08:48:16| 89  10   1   0   0|  24G   37G   73M 2123M|   0     0 | 19   0  10|29.3 28.7 27.5|ppgen_sabv_l  77|ppgen_sabv_l 14620
17-10 08:48:17| 92   6   1   0   0|  24G   37G   73M 2123M|   0    24k| 34   0 5.0|29.3 28.7 27.5|ppgen_sabv_l  68|ppgen_sabv_l 14620
17-10 08:48:18| 89   8   2   0   0|  24G   36G   73M 2123M|   0     0 | 19   0   0|29.3 28.7 27.5|ppgen_sabv_l  66|ppgen_sabv_l 14628
17-10 08:48:19| 93   6   1   0   0|  25G   36G   73M 2123M|   0    80k| 19   0   0|28.3 28.5 27.5|ppgen_sabv_l  80|ppgen_sabv_l 14628
17-10 08:48:20| 93   6   1   0   0|  25G   36G   73M 2123M|   0     0 | 32   0 2.0|28.3 28.5 27.5|ppgen_sabv_l  68|ppgen_sabv_l 14628
17-10 08:48:21| 93   6   2   0   0|  25G   36G   73M 2123M|   0  8197B| 34   0   0|28.3 28.5 27.5|ppgen_sabv_l  69|ppgen_sabv_l 14628
17-10 08:48:22| 92   5   2   0   0|  25G   36G   73M 2123M|   0  4083B| 33   0   0|28.3 28.5 27.5|ppgen_sabv_l  71|ppgen_sabv_l 14628
17-10 08:48:23| 95   5   0   0   0|  25G   36G   73M 2123M|   0  4112B| 33   0   0|28.3 28.5 27.5|ppgen_sabv_l  68|ppgen_sabv_l 14628
17-10 08:48:24| 99   1   0   0   0|  25G   36G   73M 2123M|   0     0 | 33   0   0|28.6 28.6 27.5|ppgen_sabv_l  57|ppgen_sabv_l 14628
17-10 08:48:25| 99   0   0   0   0|  25G   36G   73M 2123M|   0    68k| 33   0   0|28.6 28.6 27.5|ppgen_sabv_l  54|ppgen_sabv_l 14628
17-10 08:48:26| 99   1   0   0   0|  25G   36G   73M 2123M|   0  4093B| 33   0   0|28.6 28.6 27.5|ppgen_sabv_l  50|ppgen_sabv_l 14628
17-10 08:48:27| 98   1   0   0   0|  25G   36G   73M 2123M|   0     0 | 33   0 8.0|28.6 28.6 27.5|ppgen_sabv_l  52|ppgen_sabv_l 14628
17-10 08:48:28| 95   3   2   0   0|  25G   35G   73M 2123M|   0     0 | 22   0   0|28.6 28.6 27.5|ppgen_sabv_l  58|ppgen_sabv_l 14596
17-10 08:48:29| 95   5   1   0   0|  24G   36G   73M 2123M|   0  4095B| 33   0   0|27.7 28.4 27.4|ppgen         72|ppgen_sabv_l 13573
17-10 08:48:30| 99   1   0   0   0|  24G   36G   73M 2123M|   0   140k| 33   0   0|27.7 28.4 27.4|ppgen         51|ppgen_sabv_l 13573
17-10 08:48:31| 99   1   0   0   0|  24G   36G   73M 2123M|   0  4091B| 33   0   0|27.7 28.4 27.4|ppgen_sabv_l  51|ppgen_sabv_l 13573
17-10 08:48:32| 99   1   0   0   0|  24G   36G   73M 2123M|   0     0 | 33   0   0|27.7 28.4 27.4|ppgen         50|ppgen_sabv_l 13573
17-10 08:48:33|100   0   0   0   0|  24G   36G   73M 2123M|   0     0 | 34   0   0|27.7 28.4 27.4|ppgen_sabv_l  53|ppgen_sabv_l 13573
17-10 08:48:34| 97   3   0   0   0|  24G   37G   73M 2123M|   0     0 | 35   0  25|28.0 28.5 27.5|ppgen_sabv_l  54|ppgen_sabv_l 13573
17-10 08:48:35|100   1   0   0   0|  24G   37G   73M 2123M|   0    28k| 33   0  10|28.0 28.5 27.5|ppgen_sabv_l  58|ppgen_sabv_l 13573
17-10 08:48:36| 99   1   0   0   0|  24G   37G   73M 2123M|   0     0 | 33   0  41|28.0 28.5 27.5|ppgen_sabv_l  57|ppgen_sabv_l 13573
17-10 08:48:37| 90   5   4   0   0|  23G   37G   73M 2123M|   0  4072B| 34   0   0|28.0 28.5 27.5|ppgen         77|ppgen_sabv_l 12745
17-10 08:48:38| 95   3   1   0   0|  23G   37G   73M 2123M|   0     0 | 19   0   0|28.0 28.5 27.5|ppgen         73|ppgen_sabv_l 12776
17-10 08:48:39| 97   3   1   0   0|  23G   37G   73M 2123M|   0     0 | 34   0   0|28.4 28.5 27.5|ppgen         68|ppgen_sabv_l 12817
17-10 08:48:40| 96   3   1   0   0|  24G   37G   73M 2123M|   0    20k| 34   0   0|28.4 28.5 27.5|ppgen         65|ppgen_sabv_l 12929
17-10 08:48:41| 96   3   0   0   0|  24G   37G   73M 2123M|   0  4082B| 28   0   0|28.4 28.5 27.5|ppgen         65|ppgen_sabv_l 12961
17-10 08:48:42| 91   4   4   0   0|  24G   37G   73M 2123M|   0     0 | 27   0   0|28.4 28.5 27.5|ppgen         66|ppgen_sabv_l 13029
17-10 08:48:43| 96   3   1   0   0|  24G   37G   73M 2123M|   0  4095B| 33   0   0|28.4 28.5 27.5|ppgen         66|ppgen_sabv_l 13157
17-10 08:48:44| 99   1   0   0   0|  24G   37G   73M 2123M|   0     0 | 33   0   0|28.7 28.6 27.5|ppgen         57|ppgen_sabv_l 13157
17-10 08:48:45| 99   1   0   0   0|  24G   37G   73M 2123M|   0    20k| 33   0   0|28.7 28.6 27.5|ppgen         49|ppgen_sabv_l 13157
17-10 08:48:46| 99   1   0   0   0|  24G   37G   73M 2123M|   0     0 | 33   0   0|28.7 28.6 27.5|ppgen_sabv_l  51|ppgen_sabv_l 13157
17-10 08:48:47| 98   1   0   0   0|  24G   37G   73M 2123M|   0  8207B| 33   0   0|28.7 28.6 27.5|ppgen_sabv_l  58|ppgen_sabv_l 13157
17-10 08:48:48| 95   4   1   0   0|  24G   37G   73M 2123M|   0  8193B| 19   0   0|28.7 28.6 27.5|ppgen_sabv_l  56|ppgen_sabv_l 13221
17-10 08:48:49| 90  10   0   0   0|  24G   37G   73M 2123M|   0    96k| 19   0   0|27.9 28.4 27.5|ppgen_sabv_l  86|ppgen_sabv_l 13221
17-10 08:48:50| 91   9   0   0   0|  24G   36G   73M 2123M|   0     0 | 19   0   0|27.9 28.4 27.5|ppgen_sabv_l  86|ppgen_sabv_l 13221
17-10 08:48:51| 91   7   2   0   0|  25G   36G   73M 2123M|   0     0 | 33   0   0|27.9 28.4 27.5|ppgen_sabv_l  69|ppgen_sabv_l 13221
17-10 08:48:52| 99   1   0   0   0|  25G   36G   73M 2123M|   0     0 | 19   0   0|27.9 28.4 27.5|ppgen_sabv_l  79|ppgen_sabv_l 13221
17-10 08:48:53| 94   6   0   0   0|  25G   36G   73M 2123M|   0  4093B| 34   0   0|27.9 28.4 27.5|ppgen_sabv_l  66|ppgen_sabv_l 13221
17-10 08:48:54| 96   2   2   0   0|  25G   36G   73M 2123M|   0  4099B| 19   0   0|28.2 28.5 27.5|ppgen_sabv_l  55|ppgen_sabv_l 13221
17-10 08:48:55| 95   3   2   0   0|  25G   36G   73M 2123M|   0    56k| 33   0   0|28.2 28.5 27.5|ppgen_sabv_l  70|ppgen_sabv_l 13221
17-10 08:48:56| 96   2   2   0   0|  25G   36G   73M 2123M|   0     0 | 33   0 2.0|28.2 28.5 27.5|ppgen_sabv_l  64|ppgen_sabv_l 13221
17-10 08:48:57| 76  18   5   0   0|  26G   35G   73M 2123M|   0     0 | 19   0   0|28.2 28.5 27.5|ppgen_sabv_l  74|ppgen_sabv_l 13701
17-10 08:48:58| 91   8   1   0   0|  26G   34G   73M 2123M|   0     0 | 23   0   0|28.2 28.5 27.5|ppgen_sabv_l  57|ppgen_sabv_l 14080
17-10 08:48:59| 86  12   2   0   0|  27G   34G   73M 2123M|   0  4085B| 24   0   0|27.7 28.4 27.5|ppgen_sabv_l  55|ppgen_sabv_l 14688
17-10 08:49:00| 92   7   1   0   0|  27G   33G   73M 2123M|   0   100k| 19   0   0|27.7 28.4 27.5|ppgen_sabv_l  66|ppgen_sabv_l 15007
17-10 08:49:01| 85  15   0   0   0|  28G   32G   73M 2123M|   0  4123B| 19   0   0|27.7 28.4 27.5|ppgen_sabv_l  86|ppgen_sabv_l 15288
17-10 08:49:02| 92   7   0   0   0|  29G   32G   73M 2123M|   0     0 | 34   0   0|27.7 28.4 27.5|ppgen_sabv_l  60|ppgen_sabv_l 15331
17-10 08:49:03| 98   2   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|27.7 28.4 27.5|ppgen_sabv_l  53|ppgen_sabv_l 15424
17-10 08:49:04| 94   5   1   0   0|  29G   32G   73M 2123M|   0     0 | 19   0  10|28.1 28.5 27.5|ppgen_sabv_l  63|ppgen_sabv_l 15424
17-10 08:49:05| 98   2   0   0   0|  29G   32G   73M 2123M|   0    36k| 32   0 5.0|28.1 28.5 27.5|ppgen_sabv_l  52|ppgen_sabv_l 15424
17-10 08:49:06| 99   1   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|28.1 28.5 27.5|ppgen         50|ppgen_sabv_l 15424
17-10 08:49:07|100   0   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|28.1 28.5 27.5|ppgen         53|ppgen_sabv_l 15424
17-10 08:49:08|100   1   0   0   0|  29G   32G   73M 2123M|   0    48k| 33   0   0|28.1 28.5 27.5|ppgen         50|ppgen_sabv_l 15424
17-10 08:49:09| 99   1   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|28.4 28.5 27.5|ppgen         53|ppgen_sabv_l 15424
17-10 08:49:10| 99   1   0   0   0|  29G   32G   73M 2123M|   0    40k| 33   0   0|28.4 28.5 27.5|ppgen_sabv_l  51|ppgen_sabv_l 15424
17-10 08:49:11| 99   1   0   0   0|  29G   32G   73M 2123M|   0  4091B| 33   0   0|28.4 28.5 27.5|ppgen_sabv_l  49|ppgen_sabv_l 15424
17-10 08:49:12|100   0   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|28.4 28.5 27.5|ppgen_sabv_l  51|ppgen_sabv_l 15424
17-10 08:49:13| 99   1   1   0   0|  29G   32G   73M 2123M|   0     0 | 19   0   0|28.4 28.5 27.5|ppgen_sabv_l  55|ppgen_sabv_l 15424
17-10 08:49:14| 97   2   1   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|28.7 28.6 27.5|ppgen_sabv_l  64|ppgen_sabv_l 15424
17-10 08:49:15|100   1   0   0   0|  29G   32G   73M 2123M|   0    20k| 33   0   0|28.7 28.6 27.5|ppgen_sabv_l  57|ppgen_sabv_l 15424
17-10 08:49:16| 99   1   0   0   0|  29G   32G   73M 2123M|   0  4095B| 33   0  10|28.7 28.6 27.5|ppgen_sabv_l  54|ppgen_sabv_l 15424
17-10 08:49:17| 99   1   0   0   0|  29G   32G   73M 2123M|   0  8152B| 33   0 5.0|28.7 28.6 27.5|ppgen_sabv_l  52|ppgen_sabv_l 15424
17-10 08:49:18| 99   1   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|28.7 28.6 27.5|ppgen         50|ppgen_sabv_l 15424
17-10 08:49:19| 99   1   0   0   0|  29G   32G   73M 2123M|   0    92k| 34   0   0|29.0 28.6 27.6|ppgen_sabv_l  51|ppgen_sabv_l 15424
17-10 08:49:20| 99   1   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0 2.0|29.0 28.6 27.6|ppgen_sabv_l  50|ppgen_sabv_l 15424
17-10 08:49:21| 99   1   0   0   0|  29G   32G   73M 2123M|   0     0 | 33   0   0|29.0 28.6 27.6|ppgen_sabv_l  53|ppgen_sabv_l 15424
17-10 08:49:22|100   1   0   0   0|  29G   32G   73M 2123M|   0  8233B| 34   0   0|29.0 28.6 27.6|ppgen_sabv_l  51|ppgen_sabv_l 15424
17-10 08:49:23| 97   2   2   0   0|  29G   32G   73M 2123M|   0  4100B| 33   0   0|29.0 28.6 27.6|ppgen_sabv_l  52|ppgen_sabv_l 15437
17-10 08:49:24| 88   8   3   0   0|  27G   34G   73M 2123M|   0     0 | 27   0   0|28.5 28.5 27.5|ppgen         73|ppgen_sabv_l 13442
17-10 08:49:25| 92   7   0   0   0|  27G   34G   73M 2123M|   0    72k| 34   0   0|28.5 28.5 27.5|ppgen         74|ppgen_sabv_l 13432
17-10 08:49:26|100   1   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.5 28.5 27.5|ppgen         56|ppgen_sabv_l 13448
17-10 08:49:27| 99   1   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.5 28.5 27.5|ppgen         52|ppgen_sabv_l 13448
17-10 08:49:28| 97   2   1   0   0|  27G   34G   73M 2123M|   0  4087B| 34   0   0|28.5 28.5 27.5|ppgen         61|ppgen_sabv_l 13512
17-10 08:49:29| 99   1   0   0   0|  27G   34G   73M 2123M|   0  4107B| 34   0   0|28.9 28.6 27.6|ppgen         54|ppgen_sabv_l 13575
17-10 08:49:30| 99   1   0   0   0|  27G   34G   73M 2123M|   0    20k| 33   0   0|28.9 28.6 27.6|ppgen_sabv_l  52|ppgen_sabv_l 13576
17-10 08:49:31| 98   1   1   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.9 28.6 27.6|ppgen_sabv_l  51|ppgen_sabv_l 13576
17-10 08:49:32| 99   1   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.9 28.6 27.6|ppgen         50|ppgen_sabv_l 13576
17-10 08:49:33| 98   1   1   0   0|  27G   34G   73M 2123M|   0  4081B| 33   0   0|28.9 28.6 27.6|ppgen         50|ppgen_sabv_l 13576
17-10 08:49:34| 98   2   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0  27|29.1 28.7 27.6|ppgen_sabv_l  49|ppgen_sabv_l 13576
17-10 08:49:35| 99   1   0   0   0|  27G   34G   73M 2123M|   0    24k| 33   0  40|29.1 28.7 27.6|ppgen         60|ppgen_sabv_l 13576
17-10 08:49:36| 99   1   0   0   0|  27G   34G   73M 2123M|   0    64k| 33   0   0|29.1 28.7 27.6|ppgen         59|ppgen_sabv_l 13576
17-10 08:49:37| 97   2   1   0   0|  27G   34G   73M 2123M|   0     0 | 19   0   0|29.1 28.7 27.6|ppgen         67|ppgen_sabv_l 13606
17-10 08:49:38| 95   4   1   0   0|  27G   34G   73M 2123M|   0     0 | 19   0   0|29.1 28.7 27.6|ppgen         72|ppgen_sabv_l 13736
17-10 08:49:39| 97   2   1   0   0|  27G   34G   73M 2123M|   0  4086B| 34   0   0|28.2 28.5 27.5|ppgen         74|ppgen_sabv_l 13736
17-10 08:49:40| 95   3   1   0   0|  27G   34G   73M 2123M|   0    24k| 33   0   0|28.2 28.5 27.5|ppgen         77|ppgen_sabv_l 13800
17-10 08:49:41| 95   3   1   0   0|  27G   34G   73M 2123M|   0     0 | 19   0   0|28.2 28.5 27.5|ppgen         70|ppgen_sabv_l 13736
17-10 08:49:42| 94   5   1   0   0|  27G   34G   73M 2123M|   0     0 | 19   0   0|28.2 28.5 27.5|ppgen         76|ppgen_sabv_l 13735
17-10 08:49:43| 98   2   0   0   0|  27G   34G   73M 2123M|   0     0 | 34   0   0|28.2 28.5 27.5|ppgen         60|ppgen_sabv_l 13840
17-10 08:49:44| 99   1   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.6 28.6 27.6|ppgen         50|ppgen_sabv_l 13840
17-10 08:49:45| 95   4   2   0   0|  27G   34G   73M 2123M|   0    24k| 19   0   0|28.6 28.6 27.6|ppgen         54|ppgen_sabv_l 13865
17-10 08:49:46| 99   1   0   0   0|  27G   34G   73M 2123M|   0  8194B| 34   0   0|28.6 28.6 27.6|ppgen         62|ppgen_sabv_l 13910
17-10 08:49:47| 99   1   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.6 28.6 27.6|ppgen         59|ppgen_sabv_l 13904
17-10 08:49:48| 99   1   0   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.6 28.6 27.6|ppgen         51|ppgen_sabv_l 13904
17-10 08:49:49| 99   1   0   0   0|  27G   34G   73M 2123M|   0    92k| 33   0   0|28.9 28.6 27.6|ppgen_sabv_l  51|ppgen_sabv_l 13904
17-10 08:49:50| 98   1   0   0   0|  27G   34G   73M 2123M|   0  8163B| 33   0   0|28.9 28.6 27.6|ppgen_sabv_l  50|ppgen_sabv_l 13904
17-10 08:49:51| 93   6   2   0   0|  27G   34G   73M 2123M|   0     0 | 33   0   0|28.9 28.6 27.6|ppgen         49|ppgen_sabv_l 13872
17-10 08:49:52| 96   3   1   0   0|  27G   33G   73M 2123M|   0  4080B| 34   0   0|28.9 28.6 27.6|ppgen_sabv_l  50|ppgen_sabv_l 13872
17-10 08:49:53| 99   2   0   0   0|  27G   33G   73M 2123M|   0     0 | 34   0 2.0|28.9 28.6 27.6|ppgen         51|ppgen_sabv_l 13872
17-10 08:49:54| 92   7   1   0   0|  27G   33G   73M 2123M|   0     0 | 34   0 6.0|29.3 28.7 27.6|ppgen         53|ppgen_sabv_l 13872
17-10 08:49:55| 90   6   4   0   0|  27G   33G   73M 2123M|   0    72k| 19   0   0|29.3 28.7 27.6|ppgen         75|ppgen_sabv_l 14010
17-10 08:49:56| 97   3   0   0   0|  27G   33G   73M 2123M|   0  4108B| 19   0 2.0|29.3 28.7 27.6|ppgen         80|ppgen_sabv_l 14000
17-10 08:49:57| 78  14   7   0   0|  28G   33G   73M 2123M|   0     0 | 35   0   0|29.3 28.7 27.6|ppgen         74|ppgen_sabv_l 14096
17-10 08:49:58| 93   6   1   0   0|  28G   33G   73M 2123M|   0  4112B| 20   0   0|29.3 28.7 27.6|ppgen         79|ppgen_sabv_l 14008
17-10 08:49:59| 92   8   0   0   0|  28G   33G   73M 2123M|   0     0 | 35   0 8.0|28.5 28.5 27.6|ppgen         76|ppgen_sabv_l 14041
17-10 08:50:00| 92   7   1   0   0|  28G   33G   73M 2123M|   0    24k| 20   0   0|28.5 28.5 27.6|ppgen         75|ppgen_sabv_l 14138
17-10 08:50:01| 92   6   2   0   0|  28G   33G   73M 2123M|   0     0 | 34   0   0|28.5 28.5 27.6|ppgen         75|ppgen_sabv_l 14104
17-10 08:50:02| 79   5  15   0   0|  28G   33G   73M 2123M|   0  8166B|5.0   0   0|28.5 28.5 27.6|ppgen         67|ppgen_sabv_l 14168
17-10 08:50:03| 38  12  47   0   0|  28G   33G   73M 2123M|   0     0 |6.0   0   0|28.5 28.5 27.6|ppgen_sabv_l  32|ppgen_sabv_l 14072
17-10 08:50:04| 63  14  25   0   0|  28G   33G   73M 2123M|   0  4193B|6.0   0  19|29.1 28.7 27.6|ppgen         38|ppgen_sabv_l      
17-10 08:50:05| 62   6  33   0   0|  28G   33G   73M 2123M|  36k   44k|5.0   0 6.0|29.1 28.7 27.6|ppgen         41|ppgen_sabv_l 14136
17-10 08:50:06| 56  11  33   0   0|  28G   32G   73M 2123M|   0     0 |5.0   0   0|29.1 28.7 27.6|ppgen         34|ppgen_sabv_l 14131
17-10 08:50:07| 83   4  12   0   0|  28G   32G   73M 2123M|   0  4096B|6.0   0   0|29.1 28.7 27.6|ppgen         61|ppgen_sabv_l 14104
17-10 08:50:08| 58   8  34   0   0|  29G   32G   73M 2123M|   0     0 |5.0   0   0|29.1 28.7 27.6|ppgen         41|ppgen_sabv_l 14099
17-10 08:50:09| 81  13   6   0   0|  29G   32G   73M 2123M|   0    64k| 33   0 8.0|28.6 28.6 27.6|ppgen         58|ppgen_sabv_l 14103
17-10 08:50:10| 96   4   0   0   0|  29G   32G   73M 2123M|   0   280k| 19   0   0|28.6 28.6 27.6|ppgen         76|ppgen_sabv_l 14129
17-10 08:50:11| 98   1   1   0   0|  29G   32G   73M 2123M|   0     0 | 19   0   0|28.6 28.6 27.6|ppgen         77|ppgen_sabv_l 14103
17-10 08:50:12| 92   3   4   0   0|  29G   32G   73M 2123M|   0    67k| 20   0   0|28.6 28.6 27.6|ppgen         71|ppgen_sabv_l 14071
17-10 08:50:13| 97   4   1   0   0|  29G   32G   73M 2123M|   0     0 | 19   0   0|28.6 28.6 27.6|ppgen         79|ppgen_sabv_l 14135
17-10 08:50:14| 96   3   0   0   0|  29G   32G   73M 2123M|   0     0 | 34   0   0|28.9 28.6 27.6|ppgen         55|ppgen_sabv_l 14135
17-10 08:50:15| 94   5   0   0   0|  29G   32G   73M 2123M|   0    48k| 34   0   0|28.9 28.6 27.6|ppgen         56|ppgen_sabv_l 14135
17-10 08:50:16| 94   5   1   0   0|  29G   32G   73M 2123M|   0  8218B| 34   0  10|28.9 28.6 27.6|ppgen         54|ppgen_sabv_l 14135
17-10 08:50:17| 92   6   1   0   0|  29G   32G   73M 2123M|   0     0 | 33   0 5.0|28.9 28.6 27.6|ppgen         50|ppgen_sabv_l 14135
17-10 08:50:18| 97   2   1   0   0|  29G   32G   73M 2123M|   0  4106B| 35   0   0|28.9 28.6 27.6|ppgen         54|ppgen_sabv_l 14135
17-10 08:50:19| 96   3   1   0   0|  29G   32G   73M 2123M|   0    92k| 34   0   0|29.2 28.7 27.6|ppgen         57|ppgen_sabv_l 14160
17-10 08:50:20| 95   3   2   0   0|  29G   32G   73M 2123M|   0     0 | 19   0 2.0|29.2 28.7 27.6|ppgen         62|ppgen_sabv_l 14238
17-10 08:50:21| 95   3   1   0   0|  29G   32G   73M 2123M|   0     0 | 34   0   0|29.2 28.7 27.6|ppgen         69|ppgen_sabv_l 14370
17-10 08:50:22|100   1   0   0   0|  29G   32G   73M 2123M|   0  4137B| 25   0   0|29.2 28.7 27.6|ppgen         55|ppgen_sabv_l 14392
17-10 08:50:23| 94   4   2   0   0|  29G   32G   73M 2123M|   0     0 | 32   0   0|29.2 28.7 27.6|ppgen_sabv_l  54|ppgen_sabv_l 14328
17-10 08:50:24| 75  18   6   0   0|  29G   31G   73M 2123M|   0  8202B| 11   0   0|28.3 28.5 27.6|ppgen         67|ppgen_sabv_l 14296
17-10 08:50:25| 87  11   2   0   0|  30G   31G   73M 2123M|   0    72k| 35   0 1.0|28.3 28.5 27.6|ppgen         66|ppgen        14902
17-10 08:50:26| 84  11   4   0   0|  31G   30G   73M 2123M|   0     0 | 20   0   0|28.3 28.5 27.6|ppgen         50|ppgen        15438
17-10 08:50:27| 91   7   2   0   0|  31G   30G   73M 2123M|   0  8184B| 32   0 1.0|28.3 28.5 27.6|ppgen         65|ppgen        15737
17-10 08:50:28| 92   6   1   0   0|  31G   30G   73M 2123M|   0  4108B| 35   0 4.0|28.3 28.5 27.6|ppgen         59|ppgen        15844
17-10 08:50:29| 93   5   1   0   0|  31G   29G   73M 2123M|   0     0 | 34   0   0|28.6 28.6 27.6|ppgen         62|ppgen        15873
17-10 08:50:30| 95   4   1   0   0|  31G   29G   73M 2123M|   0    40k| 33   0   0|28.6 28.6 27.6|ppgen         56|ppgen        15873
17-10 08:50:31| 94   5   1   0   0|  31G   29G   73M 2123M|   0     0 | 33   0   0|28.6 28.6 27.6|ppgen         61|ppgen        15873
17-10 08:50:32| 96   3   1   0   0|  31G   29G   73M 2123M|   0     0 | 33   0   0|28.6 28.6 27.6|ppgen         55|ppgen        15873
17-10 08:50:33| 93   5   2   0   0|  31G   29G   73M 2123M|   0     0 | 33   0 8.0|28.6 28.6 27.6|ppgen         55|ppgen        15873
17-10 08:50:34| 93   5   1   0   0|  31G   30G   73M 2123M|   0  4094B| 35   0 4.0|28.9 28.6 27.6|ppgen         55|ppgen        15873
17-10 08:50:35| 88  10   2   0   0|  27G   33G   73M 2123M|   0  4100B| 35   0  23|28.9 28.6 27.6|ppgen         68|ppgen        15873
17-10 08:50:36| 92   6   1   0   0|  27G   33G   73M 2123M|   0    24k| 33   0  41|28.9 28.6 27.6|ppgen         60|ppgen        15873
17-10 08:50:37| 96   3   2   0   0|  27G   33G   73M 2123M|   0     0 | 33   0   0|28.9 28.6 27.6|ppgen_sabv_l  50|ppgen        15873
17-10 08:50:38| 93   5   1   0   0|  28G   33G   73M 2123M|   0     0 | 23   0   0|28.9 28.6 27.6|ppgen         55|ppgen        15873
17-10 08:50:39| 89   9   2   0   0|  28G   33G   73M 2123M|   0     0 | 33   0   0|29.1 28.7 27.7|ppgen         68|ppgen        15873
17-10 08:50:40| 94   3   3   0   0|  28G   33G   73M 2123M|   0  4117B| 34   0   0|29.1 28.7 27.7|ppgen         73|ppgen        15873
17-10 08:50:41| 95   4   1   0   0|  28G   33G   73M 2123M|   0    24k| 35   0   0|29.1 28.7 27.7|ppgen         70|ppgen        15873
17-10 08:50:42| 99   1   0   0   0|  28G   33G   73M 2123M|4111B    0 | 34   0   0|29.1 28.7 27.7|ppgen         55|ppgen        15873
17-10 08:50:43| 99   1   0   0   0|  28G   33G   73M 2123M|   0     0 | 33   0   0|29.1 28.7 27.7|ppgen         51|ppgen        15873
17-10 08:50:44| 99   1   0   0   0|  28G   33G   73M 2123M|   0     0 | 33   0   0|29.4 28.8 27.7|ppgen         55|ppgen        15873
17-10 08:50:45| 99   1   0   0   0|  28G   33G   73M 2123M|   0     0 | 33   0   0|29.4 28.8 27.7|ppgen         50|ppgen        15873
17-10 08:50:46| 99   1   0   0   0|  28G   33G   73M 2123M|   0    44k| 33   0   0|29.4 28.8 27.7|ppgen_sabv_l  53|ppgen        15873
17-10 08:50:47| 99   1   0   0   0|  28G   33G   73M 2123M|   0     0 | 33   0   0|29.4 28.8 27.7|ppgen         58|ppgen        15873
17-10 08:50:48| 92   5   2   0   0|  28G   33G   73M 2123M|   0    91k| 34   0   0|29.4 28.8 27.7|ppgen         73|ppgen        15873
17-10 08:50:49| 68  15  16   0   0|  26G   34G   73M 2123M|4088B   84k| 35   0   0|27.3 28.3 27.6|ppgen_sabv_l  46|ppgen        13858
17-10 08:50:50| 95   4   2   0   0|  26G   35G   73M 2123M|   0     0 | 25   0   0|27.3 28.3 27.6|ppgen         66|ppgen        13758
17-10 08:50:51| 94   4   2   0   0|  26G   35G   73M 2123M|   0     0 | 33   0   0|27.3 28.3 27.6|ppgen         68|ppgen        13766
17-10 08:50:52| 90   9   1   0   0|  22G   38G   73M 2123M|   0    12k| 19   0   0|27.3 28.3 27.6|ppgen         82|ppgen        13766
17-10 08:50:53| 85  10   6   0   0|  22G   38G   73M 2123M|   0     0 | 35   0   0|27.3 28.3 27.6|ppgen_sabv_l  51|ppgen        13830
17-10 08:50:54| 88  10   2   0   0|  23G   38G   73M 2123M|   0     0 | 33   0   0|27.7 28.4 27.6|ppgen         56|ppgen        13894
17-10 08:50:55| 96   4   0   0   0|  23G   38G   73M 2123M|   0    68k| 33   0   0|27.7 28.4 27.6|ppgen         53|ppgen        13894
